min_slip_m,mean_slip_m,median_slip_m,max_slip_m,std_slip_m,p95_slip_m,p99_slip_m,sum_slip_m,max_to_mean,p99_to_mean,target_moment_Nm,realized_moment_Nm,moment_rel_error,mw,attempt_index,accepted,decision,rupture_length_km,rupture_width_km,top_depth_km,strike_deg,dip_deg,rake_deg,reference_mean_slip_m,n_along,n_down,corr_length_km,hurst_nu,sigma_ln,sample_index,file_name
0.4569668437293162,1.5736567647427138,1.3282093387348561,5.851666134999733,1.0089528876452714,3.347064980528338,5.190843895267321,118.02425735570354,3.7185149049681465,3.2985870944455935,1.2589254117941712e+21,1.2589254117941712e+21,0.0,8.0,52,True,accepted,200.0,100.0,7.6,160.0,40.0,90.0,2.7,15,5,20.0,0.3,0.55,52,slip_Mw8.0_sample0052.npy
0.4966508154730969,1.5736567647427135,1.4134167924433576,4.195388516117023,0.7888547424396303,3.042349659995892,3.825147808315073,118.02425735570351,2.6660124431917986,2.4307383249106858,1.2589254117941712e+21,1.258925411794171e+21,2.082283807635614e-16,8.0,53,True,accepted,200.0,100.0,7.6,160.0,40.0,90.0,2.7,15,5,20.0,0.3,0.55,53,slip_Mw8.0_sample0053.npy
0.46640385702603077,1.5736567647427135,1.4566325066017272,4.295001261076879,0.7231162300645485,2.86056147154399,3.8862328003724977,118.02425735570351,2.7293126158798007,2.4695555520379826,1.2589254117941712e+21,1.258925411794171e+21,2.082283807635614e-16,8.0,54,True,accepted,200.0,100.0,7.6,160.0,40.0,90.0,2.7,15,5,20.0,0.3,0.55,54,slip_Mw8.0_sample0054.npy
0.42299212878713127,1.5736567647427138,1.3227820323211879,6.3650003023953,0.9593532714066811,3.2303232059801843,5.360383733394008,118.02425735570354,4.044719563376929,3.406323318713283,1.2589254117941712e+21,1.2589254117941712e+21,0.0,8.0,55,True,accepted,200.0,100.0,7.6,160.0,40.0,90.0,2.7,15,5,20.0,0.3,0.55,55,slip_Mw8.0_sample0055.npy
0.6215873700541313,1.573656764742714,1.318356199397636,4.29928427437447,0.783569168434417,3.1926068067543314,4.014400580069566,118.02425735570355,2.7320343105933804,2.551001380994224,1.2589254117941712e+21,1.2589254117941715e+21,2.082283807635614e-16,8.0,56,True,accepted,200.0,100.0,7.6,160.0,40.0,90.0,2.7,15,5,20.0,0.3,0.55,56,slip_Mw8.0_sample0056.npy
0.3464122587529557,1.5736567647427135,1.3919527939923328,6.890312301669371,0.9747085678984966,2.9431488703348103,4.635870928522573,118.02425735570351,4.378535685827213,2.9459225368503525,1.2589254117941712e+21,1.258925411794171e+21,2.082283807635614e-16,8.0,57,True,accepted,200.0,100.0,7.6,160.0,40.0,90.0,2.7,15,5,20.0,0.3,0.55,57,slip_Mw8.0_sample0057.npy
0.5183264818833039,1.5736567647427138,1.3261572016088732,4.864590518933637,0.9444105425434578,3.239722567657605,4.760566888040931,118.02425735570354,3.0912652796488165,3.025162153971526,1.2589254117941712e+21,1.2589254117941712e+21,0.0,8.0,58,True,accepted,200.0,100.0,7.6,160.0,40.0,90.0,2.7,15,5,20.0,0.3,0.55,58,slip_Mw8.0_sample0058.npy
0.4338106657256922,1.573656764742714,1.1318025061430164,5.616858126104928,1.0611748708236992,3.612954977247577,5.324405054076738,118.02425735570355,3.5693032000045193,3.383460214049444,1.2589254117941712e+21,1.2589254117941715e+21,2.082283807635614e-16,8.0,59,True,accepted,200.0,100.0,7.6,160.0,40.0,90.0,2.7,15,5,20.0,0.3,0.55,59,slip_Mw8.0_sample0059.npy
0.40387284384264,1.573656764742714,1.367049255544499,5.115481033121203,0.7842770400208818,3.006838649326764,4.088967808647287,118.02425735570355,3.2506968150437565,2.5983860650297625,1.2589254117941712e+21,1.2589254117941715e+21,2.082283807635614e-16,8.0,60,True,accepted,200.0,100.0,7.6,160.0,40.0,90.0,2.7,15,5,20.0,0.3,0.55,60,slip_Mw8.0_sample0060.npy
0.2987349177615329,1.5736567647427142,1.4252550270948294,5.069293784688388,0.7721960907673329,2.781580707213177,3.6080520337046953,118.02425735570357,3.221346546632229,2.292782082180796,1.2589254117941712e+21,1.2589254117941715e+21,2.082283807635614e-16,8.0,61,True,accepted,200.0,100.0,7.6,160.0,40.0,90.0,2.7,15,5,20.0,0.3,0.55,61,slip_Mw8.0_sample0061.npy
